coub,sex,age_lfs,edu_lfs,national,oecd,regionb,oecdb,fborn,number
BLZ,2,1,2,1,1,SCAC,0,1,504
BLZ,2,1,3,1,1,SCAC,0,1,367
BLZ,2,1,99,1,1,SCAC,0,1,2
BLZ,2,1,2,99,1,SCAC,0,1,26
BLZ,2,1,3,99,1,SCAC,0,1,1
BLZ,2,1,99,99,1,SCAC,0,1,2
BLZ,2,2,1,0,1,SCAC,0,1,1521
BLZ,2,2,2,0,1,SCAC,0,1,5763
BLZ,2,2,3,0,1,SCAC,0,1,2515
BLZ,2,2,99,0,1,SCAC,0,1,4
BLZ,2,2,1,1,1,SCAC,0,1,2071
BLZ,2,2,2,1,1,SCAC,0,1,5357
BLZ,2,2,3,1,1,SCAC,0,1,5417
BLZ,2,2,99,1,1,SCAC,0,1,66
BLZ,2,2,1,99,1,SCAC,0,1,52
BLZ,2,2,2,99,1,SCAC,0,1,1
BLZ,2,2,3,99,1,SCAC,0,1,4
BLZ,2,2,99,99,1,SCAC,0,1,4
BLZ,2,3,1,0,1,SCAC,0,1,376
BLZ,2,3,2,0,1,SCAC,0,1,434
BLZ,2,3,3,0,1,SCAC,0,1,76
BLZ,2,3,1,1,1,SCAC,0,1,1893
BLZ,2,3,2,1,1,SCAC,0,1,2290
BLZ,2,3,3,1,1,SCAC,0,1,624
BLZ,2,3,1,99,1,SCAC,0,1,18
BLZ,2,3,99,99,1,SCAC,0,1,1
BMU,1,0,1,0,1,EURO,0,1,158
BMU,1,0,99,0,1,EURO,0,1,52
BMU,1,0,1,1,1,EURO,0,1,475
BMU,1,0,99,1,1,EURO,0,1,622
BMU,1,0,99,99,1,EURO,0,1,7
BMU,1,1,1,0,1,EURO,0,1,10
BMU,1,1,2,0,1,EURO,0,1,30
BMU,1,1,3,0,1,EURO,0,1,20
BMU,1,1,1,1,1,EURO,0,1,634
BMU,1,1,2,1,1,EURO,0,1,128
BMU,1,1,3,1,1,EURO,0,1,42
BMU,1,1,1,99,1,EURO,0,1,2
BMU,1,1,2,99,1,EURO,0,1,1
BMU,1,1,3,99,1,EURO,0,1,2
BMU,1,1,99,99,1,EURO,0,1,5
BMU,1,2,1,0,1,EURO,0,1,13
BMU,1,2,2,0,1,EURO,0,1,1191
BMU,1,2,3,0,1,EURO,0,1,733
BMU,1,2,1,1,1,EURO,0,1,228
BMU,1,2,2,1,1,EURO,0,1,2961
BMU,1,2,3,1,1,EURO,0,1,3281
BMU,1,2,99,1,1,EURO,0,1,3
BMU,1,2,2,99,1,EURO,0,1,5
BMU,1,2,3,99,1,EURO,0,1,10
BMU,1,2,99,99,1,EURO,0,1,13
BMU,1,3,1,0,1,EURO,0,1,188
BMU,1,3,2,0,1,EURO,0,1,157
BMU,1,3,3,0,1,EURO,0,1,103
BMU,1,3,1,1,1,EURO,0,1,36
BMU,1,3,2,1,1,EURO,0,1,593
BMU,1,3,3,1,1,EURO,0,1,567
BMU,1,3,99,1,1,EURO,0,1,3
BMU,1,3,1,99,1,EURO,0,1,1
BMU,1,3,99,99,1,EURO,0,1,1
BMU,2,0,1,0,1,EURO,0,1,5
BMU,2,0,99,0,1,EURO,0,1,22
BMU,2,0,1,1,1,EURO,0,1,384
BMU,2,0,99,1,1,EURO,0,1,431
BMU,2,0,99,99,1,EURO,0,1,9
BMU,2,1,2,0,1,EURO,0,1,96
BMU,2,1,3,0,1,EURO,0,1,20
BMU,2,1,1,1,1,EURO,0,1,678
BMU,2,1,2,1,1,EURO,0,1,651
BMU,2,1,3,1,1,EURO,0,1,286
BMU,2,1,1,99,1,EURO,0,1,1
BMU,2,1,2,99,1,EURO,0,1,5
BMU,2,1,99,99,1,EURO,0,1,3
BMU,2,2,1,0,1,EURO,0,1,196
BMU,2,2,2,0,1,EURO,0,1,382
BMU,2,2,3,0,1,EURO,0,1,573
BMU,2,2,99,0,1,EURO,0,1,1
BMU,2,2,1,1,1,EURO,0,1,132
BMU,2,2,2,1,1,EURO,0,1,2569
BMU,2,2,3,1,1,EURO,0,1,4262
BMU,2,2,99,1,1,EURO,0,1,6
BMU,2,2,3,99,1,EURO,0,1,9
BMU,2,2,99,99,1,EURO,0,1,5
BMU,2,3,1,0,1,EURO,0,1,133
BMU,2,3,2,0,1,EURO,0,1,168
BMU,2,3,3,0,1,EURO,0,1,180
BMU,2,3,1,1,1,EURO,0,1,610
BMU,2,3,2,1,1,EURO,0,1,1369
BMU,2,3,3,1,1,EURO,0,1,187
BMU,2,3,99,1,1,EURO,0,1,8
BMU,2,3,1,99,1,EURO,0,1,1
BMU,2,3,2,99,1,EURO,0,1,1
BMU,2,3,99,99,1,EURO,0,1,6
BOL,1,0,1,0,1,SCAC,0,1,5815
BOL,1,0,99,0,1,SCAC,0,1,3212
BOL,1,0,1,1,1,SCAC,0,1,918
BOL,1,0,99,1,1,SCAC,0,1,3079
BOL,1,0,99,99,1,SCAC,0,1,7
BOL,1,1,1,0,1,SCAC,0,1,16671
BOL,1,1,2,0,1,SCAC,0,1,3299
BOL,1,1,3,0,1,SCAC,0,1,467
BOL,1,1,99,0,1,SCAC,0,1,1127
BOL,1,1,1,1,1,SCAC,0,1,4562
BOL,1,1,2,1,1,SCAC,0,1,2014
BOL,1,1,3,1,1,SCAC,0,1,568
BOL,1,1,99,1,1,SCAC,0,1,661
BOL,1,1,1,99,1,SCAC,0,1,2
BOL,1,1,2,99,1,SCAC,0,1,7
BOL,1,1,3,99,1,SCAC,0,1,2
BOL,1,1,99,99,1,SCAC,0,1,32
BOL,1,2,1,0,1,SCAC,0,1,22199
BOL,1,2,2,0,1,SCAC,0,1,29350
BOL,1,2,3,0,1,SCAC,0,1,10382
BOL,1,2,99,0,1,SCAC,0,1,185
BOL,1,2,1,1,1,SCAC,0,1,7198
BOL,1,2,2,1,1,SCAC,0,1,15752
BOL,1,2,3,1,1,SCAC,0,1,12803
BOL,1,2,99,1,1,SCAC,0,1,1835
BOL,1,2,1,99,1,SCAC,0,1,1
BOL,1,2,2,99,1,SCAC,0,1,109
BOL,1,2,3,99,1,SCAC,0,1,28
BOL,1,2,99,99,1,SCAC,0,1,78
BOL,1,3,1,0,1,SCAC,0,1,476
BOL,1,3,2,0,1,SCAC,0,1,1384
BOL,1,3,3,0,1,SCAC,0,1,841
BOL,1,3,99,0,1,SCAC,0,1,13
BOL,1,3,1,1,1,SCAC,0,1,588
BOL,1,3,2,1,1,SCAC,0,1,1983
BOL,1,3,3,1,1,SCAC,0,1,2953
BOL,1,3,99,1,1,SCAC,0,1,62
BOL,1,3,3,99,1,SCAC,0,1,1
BOL,1,3,99,99,1,SCAC,0,1,21
BOL,2,0,1,0,1,SCAC,0,1,4145
BOL,2,0,99,0,1,SCAC,0,1,1658
BOL,2,0,1,1,1,SCAC,0,1,425
BOL,2,0,99,1,1,SCAC,0,1,4368
BOL,2,0,99,99,1,SCAC,0,1,28
BOL,2,1,1,0,1,SCAC,0,1,13860
BOL,2,1,2,0,1,SCAC,0,1,7350
BOL,2,1,3,0,1,SCAC,0,1,1035
BOL,2,1,99,0,1,SCAC,0,1,1049
BOL,2,1,1,1,1,SCAC,0,1,5266
BOL,2,1,2,1,1,SCAC,0,1,2376
BOL,2,1,3,1,1,SCAC,0,1,917
BOL,2,1,99,1,1,SCAC,0,1,1165
BOL,2,1,1,99,1,SCAC,0,1,3
BOL,2,1,2,99,1,SCAC,0,1,33
BOL,2,1,3,99,1,SCAC,0,1,137
BOL,2,1,99,99,1,SCAC,0,1,2
BOL,2,2,1,0,1,SCAC,0,1,36486
BOL,2,2,2,0,1,SCAC,0,1,41527
BOL,2,2,3,0,1,SCAC,0,1,15915
BOL,2,2,99,0,1,SCAC,0,1,219
BOL,2,2,1,1,1,SCAC,0,1,14082
BOL,2,2,2,1,1,SCAC,0,1,26026
BOL,2,2,3,1,1,SCAC,0,1,16236
BOL,2,2,99,1,1,SCAC,0,1,1946
BOL,2,2,1,99,1,SCAC,0,1,8
BOL,2,2,2,99,1,SCAC,0,1,26
BOL,2,2,3,99,1,SCAC,0,1,120
BOL,2,2,99,99,1,SCAC,0,1,151
BOL,2,3,1,0,1,SCAC,0,1,2196
BOL,2,3,2,0,1,SCAC,0,1,1070
BOL,2,3,3,0,1,SCAC,0,1,519
BOL,2,3,99,0,1,SCAC,0,1,9
BOL,2,3,1,1,1,SCAC,0,1,1628
BOL,2,3,2,1,1,SCAC,0,1,2190
BOL,2,3,3,1,1,SCAC,0,1,3073
BOL,2,3,99,1,1,SCAC,0,1,21
BOL,2,3,99,99,1,SCAC,0,1,38
BRA,1,0,1,0,1,SCAC,0,1,8808
BRA,1,0,2,0,1,SCAC,0,1,6
BRA,1,0,3,0,1,SCAC,0,1,6
BRA,1,0,99,0,1,SCAC,0,1,8349
BRA,1,0,1,1,1,SCAC,0,1,4541
BRA,1,0,2,1,1,SCAC,0,1,4
BRA,1,0,3,1,1,SCAC,0,1,2
BRA,1,0,99,1,1,SCAC,0,1,16807
BRA,1,0,1,99,1,SCAC,0,1,134
BRA,1,0,99,99,1,SCAC,0,1,329
BRA,1,1,1,0,1,SCAC,0,1,18777
BRA,1,1,2,0,1,SCAC,0,1,15523
BRA,1,1,3,0,1,SCAC,0,1,3741
BRA,1,1,99,0,1,SCAC,0,1,820
BRA,1,1,1,1,1,SCAC,0,1,9602
BRA,1,1,2,1,1,SCAC,0,1,8204
BRA,1,1,3,1,1,SCAC,0,1,1150
BRA,1,1,99,1,1,SCAC,0,1,8106
BRA,1,1,1,99,1,SCAC,0,1,472
BRA,1,1,2,99,1,SCAC,0,1,1078
BRA,1,1,3,99,1,SCAC,0,1,527
BRA,1,1,99,99,1,SCAC,0,1,215
BRA,1,2,1,0,1,SCAC,0,1,41030
BRA,1,2,2,0,1,SCAC,0,1,68158
BRA,1,2,3,0,1,SCAC,0,1,86196
BRA,1,2,99,0,1,SCAC,0,1,2927
BRA,1,2,1,1,1,SCAC,0,1,15473
BRA,1,2,2,1,1,SCAC,0,1,46671
BRA,1,2,3,1,1,SCAC,0,1,57220
BRA,1,2,99,1,1,SCAC,0,1,46478
BRA,1,2,1,99,1,SCAC,0,1,1435
BRA,1,2,2,99,1,SCAC,0,1,3342
BRA,1,2,3,99,1,SCAC,0,1,4241
BRA,1,2,99,99,1,SCAC,0,1,515
BRA,1,3,1,0,1,SCAC,0,1,1864
BRA,1,3,2,0,1,SCAC,0,1,1838
BRA,1,3,3,0,1,SCAC,0,1,1997
BRA,1,3,99,0,1,SCAC,0,1,22
BRA,1,3,1,1,1,SCAC,0,1,2031
BRA,1,3,2,1,1,SCAC,0,1,2983
BRA,1,3,3,1,1,SCAC,0,1,4879
BRA,1,3,99,1,1,SCAC,0,1,2006
BRA,1,3,1,99,1,SCAC,0,1,5
BRA,1,3,2,99,1,SCAC,0,1,8
BRA,1,3,3,99,1,SCAC,0,1,15
BRA,1,3,99,99,1,SCAC,0,1,79
BRA,1,99,99,1,1,SCAC,0,1,349
BRA,2,0,1,0,1,SCAC,0,1,13926
BRA,2,0,2,0,1,SCAC,0,1,5
BRA,2,0,3,0,1,SCAC,0,1,4
BRA,2,0,99,0,1,SCAC,0,1,9665
BRA,2,0,1,1,1,SCAC,0,1,3171
BRA,2,0,2,1,1,SCAC,0,1,3
BRA,2,0,99,1,1,SCAC,0,1,14666
BRA,2,0,1,99,1,SCAC,0,1,203
BRA,2,0,99,99,1,SCAC,0,1,295
BRA,2,1,1,0,1,SCAC,0,1,13945
BRA,2,1,2,0,1,SCAC,0,1,17928
BRA,2,1,3,0,1,SCAC,0,1,7371
BRA,2,1,99,0,1,SCAC,0,1,1431
BRA,2,1,1,1,1,SCAC,0,1,7031
BRA,2,1,2,1,1,SCAC,0,1,7869
BRA,2,1,3,1,1,SCAC,0,1,2486
BRA,2,1,99,1,1,SCAC,0,1,7554
BRA,2,1,1,99,1,SCAC,0,1,390
BRA,2,1,2,99,1,SCAC,0,1,1055
BRA,2,1,3,99,1,SCAC,0,1,663
BRA,2,1,99,99,1,SCAC,0,1,243
BRA,2,2,1,0,1,SCAC,0,1,75753
BRA,2,2,2,0,1,SCAC,0,1,106669
BRA,2,2,3,0,1,SCAC,0,1,118935
BRA,2,2,99,0,1,SCAC,0,1,3911
BRA,2,2,1,1,1,SCAC,0,1,34968
BRA,2,2,2,1,1,SCAC,0,1,69217
BRA,2,2,3,1,1,SCAC,0,1,91866
BRA,2,2,99,1,1,SCAC,0,1,39083
BRA,2,2,1,99,1,SCAC,0,1,1336
BRA,2,2,2,99,1,SCAC,0,1,3962
BRA,2,2,3,99,1,SCAC,0,1,6429
BRA,2,2,99,99,1,SCAC,0,1,493
BRA,2,3,1,0,1,SCAC,0,1,3779
BRA,2,3,2,0,1,SCAC,0,1,2476
BRA,2,3,3,0,1,SCAC,0,1,3944
BRA,2,3,99,0,1,SCAC,0,1,34
BRA,2,3,1,1,1,SCAC,0,1,6501
BRA,2,3,2,1,1,SCAC,0,1,7709
BRA,2,3,3,1,1,SCAC,0,1,6817
BRA,2,3,99,1,1,SCAC,0,1,1948
BRA,2,3,1,99,1,SCAC,0,1,142
BRA,2,3,2,99,1,SCAC,0,1,90
BRA,2,3,3,99,1,SCAC,0,1,24
BRA,2,3,99,99,1,SCAC,0,1,22
BRA,2,99,99,1,1,SCAC,0,1,256
BRB,1,0,1,0,1,SCAC,0,1,82
BRB,1,0,99,0,1,SCAC,0,1,63
BRB,1,0,1,1,1,SCAC,0,1,368
BRB,1,0,99,1,1,SCAC,0,1,66
BRB,1,0,99,99,1,SCAC,0,1,2
BRB,1,1,1,0,1,SCAC,0,1,245
BRB,1,1,2,0,1,SCAC,0,1,254
BRB,1,1,3,0,1,SCAC,0,1,40
BRB,1,1,1,1,1,SCAC,0,1,850
BRB,1,1,2,1,1,SCAC,0,1,524
BRB,1,1,3,1,1,SCAC,0,1,30
BRB,1,1,1,99,1,SCAC,0,1,1
BRB,1,1,99,99,1,SCAC,0,1,1
BRB,1,2,1,0,1,SCAC,0,1,1933
BRB,1,2,2,0,1,SCAC,0,1,2952
BRB,1,2,3,0,1,SCAC,0,1,2783
BRB,1,2,99,0,1,SCAC,0,1,3
BRB,1,2,1,1,1,SCAC,0,1,2668
BRB,1,2,2,1,1,SCAC,0,1,5755
BRB,1,2,3,1,1,SCAC,0,1,6999
BRB,1,2,99,1,1,SCAC,0,1,11
BRB,1,2,1,99,1,SCAC,0,1,4
BRB,1,2,2,99,1,SCAC,0,1,9
BRB,1,2,3,99,1,SCAC,0,1,10
BRB,1,2,99,99,1,SCAC,0,1,14
BRB,1,3,1,0,1,SCAC,0,1,1921
BRB,1,3,2,0,1,SCAC,0,1,364
BRB,1,3,3,0,1,SCAC,0,1,80
BRB,1,3,1,1,1,SCAC,0,1,4467
BRB,1,3,2,1,1,SCAC,0,1,4191
BRB,1,3,3,1,1,SCAC,0,1,4066
BRB,1,3,99,1,1,SCAC,0,1,12
BRB,1,3,2,99,1,SCAC,0,1,1
BRB,1,3,99,99,1,SCAC,0,1,1
BRB,2,0,1,0,1,SCAC,0,1,214
BRB,2,0,99,0,1,SCAC,0,1,61
BRB,2,0,1,1,1,SCAC,0,1,1
BRB,2,0,99,1,1,SCAC,0,1,344
BRB,2,0,99,99,1,SCAC,0,1,4
BRB,2,1,1,0,1,SCAC,0,1,909
BRB,2,1,2,0,1,SCAC,0,1,402
BRB,2,1,3,0,1,SCAC,0,1,65
BRB,2,1,1,1,1,SCAC,0,1,210
BRB,2,1,2,1,1,SCAC,0,1,506
BRB,2,1,3,1,1,SCAC,0,1,124
BRB,2,1,3,99,1,SCAC,0,1,1
BRB,2,2,1,0,1,SCAC,0,1,436
BRB,2,2,2,0,1,SCAC,0,1,3655
BRB,2,2,3,0,1,SCAC,0,1,2182
BRB,2,2,99,0,1,SCAC,0,1,9
BRB,2,2,1,1,1,SCAC,0,1,887
BRB,2,2,2,1,1,SCAC,0,1,7082
BRB,2,2,3,1,1,SCAC,0,1,14491
BRB,2,2,99,1,1,SCAC,0,1,3
BRB,2,2,2,99,1,SCAC,0,1,1
BRB,2,2,3,99,1,SCAC,0,1,9
BRB,2,2,99,99,1,SCAC,0,1,9
BRB,2,3,1,0,1,SCAC,0,1,1648
BRB,2,3,2,0,1,SCAC,0,1,910
BRB,2,3,3,0,1,SCAC,0,1,743
BRB,2,3,99,0,1,SCAC,0,1,3
BRB,2,3,1,1,1,SCAC,0,1,6300
BRB,2,3,2,1,1,SCAC,0,1,4501
BRB,2,3,3,1,1,SCAC,0,1,3561
BRB,2,3,99,1,1,SCAC,0,1,5
BRB,2,3,2,99,1,SCAC,0,1,3
BRB,2,3,3,99,1,SCAC,0,1,2
BRN,1,0,99,0,1,ASIA,0,1,54
BRN,1,0,1,1,1,ASIA,0,1,11
BRN,1,0,99,1,1,ASIA,0,1,1205
BRN,1,0,99,99,1,ASIA,0,1,3
BRN,1,1,1,0,1,ASIA,0,1,41
BRN,1,1,2,0,1,ASIA,0,1,318
BRN,1,1,3,0,1,ASIA,0,1,39
BRN,1,1,99,0,1,ASIA,0,1,9
BRN,1,1,1,1,1,ASIA,0,1,164
BRN,1,1,2,1,1,ASIA,0,1,211
BRN,1,1,3,1,1,ASIA,0,1,19
BRN,1,1,99,1,1,ASIA,0,1,32
BRN,1,1,2,99,1,ASIA,0,1,9
BRN,1,1,3,99,1,ASIA,0,1,1
BRN,1,1,99,99,1,ASIA,0,1,3
BRN,1,2,1,0,1,ASIA,0,1,72
BRN,1,2,2,0,1,ASIA,0,1,120
BRN,1,2,3,0,1,ASIA,0,1,866
BRN,1,2,99,0,1,ASIA,0,1,6
BRN,1,2,1,1,1,ASIA,0,1,628
BRN,1,2,2,1,1,ASIA,0,1,643
BRN,1,2,3,1,1,ASIA,0,1,2590
BRN,1,2,99,1,1,ASIA,0,1,22
BRN,1,2,1,99,1,ASIA,0,1,1
BRN,1,2,3,99,1,ASIA,0,1,9
BRN,1,2,99,99,1,ASIA,0,1,5
BRN,1,3,2,0,1,ASIA,0,1,4
BRN,1,3,3,0,1,ASIA,0,1,24
BRN,1,3,1,1,1,ASIA,0,1,70
BRN,1,3,2,1,1,ASIA,0,1,118
BRN,1,3,3,1,1,ASIA,0,1,289
BRN,1,3,99,1,1,ASIA,0,1,10
BRN,2,0,1,0,1,ASIA,0,1,8
BRN,2,0,99,0,1,ASIA,0,1,220
BRN,2,0,1,1,1,ASIA,0,1,3
BRN,2,0,99,1,1,ASIA,0,1,58
BRN,2,1,1,0,1,ASIA,0,1,41
BRN,2,1,2,0,1,ASIA,0,1,396
BRN,2,1,3,0,1,ASIA,0,1,474
BRN,2,1,99,0,1,ASIA,0,1,1
BRN,2,1,1,1,1,ASIA,0,1,123
BRN,2,1,2,1,1,ASIA,0,1,87
BRN,2,1,3,1,1,ASIA,0,1,208
BRN,2,1,99,1,1,ASIA,0,1,10
BRN,2,1,1,99,1,ASIA,0,1,1
BRN,2,1,2,99,1,ASIA,0,1,10
BRN,2,1,3,99,1,ASIA,0,1,6
BRN,2,2,1,0,1,ASIA,0,1,37
BRN,2,2,2,0,1,ASIA,0,1,608
BRN,2,2,3,0,1,ASIA,0,1,841
BRN,2,2,99,0,1,ASIA,0,1,11
BRN,2,2,1,1,1,ASIA,0,1,386
BRN,2,2,2,1,1,ASIA,0,1,867
BRN,2,2,3,1,1,ASIA,0,1,2221
BRN,2,2,99,1,1,ASIA,0,1,20
BRN,2,2,1,99,1,ASIA,0,1,1
BRN,2,2,3,99,1,ASIA,0,1,15
BRN,2,2,99,99,1,ASIA,0,1,6
BRN,2,3,1,0,1,ASIA,0,1,20
BRN,2,3,2,0,1,ASIA,0,1,179
BRN,2,3,3,0,1,ASIA,0,1,1146
BRN,2,3,99,0,1,ASIA,0,1,5
BRN,2,3,1,1,1,ASIA,0,1,124
BRN,2,3,2,1,1,ASIA,0,1,121
BRN,2,3,3,1,1,ASIA,0,1,125
BRN,2,3,99,1,1,ASIA,0,1,10
BTN,1,0,1,0,1,ASIA,0,1,425
BTN,1,0,99,0,1,ASIA,0,1,210
BTN,1,0,1,1,1,ASIA,0,1,7
BTN,1,0,99,1,1,ASIA,0,1,21
BTN,1,0,99,99,1,ASIA,0,1,4
BTN,1,1,1,0,1,ASIA,0,1,131
BTN,1,1,2,0,1,ASIA,0,1,1289
BTN,1,1,3,0,1,ASIA,0,1,38
BTN,1,1,99,0,1,ASIA,0,1,28
BTN,1,1,1,1,1,ASIA,0,1,31
BTN,1,1,2,1,1,ASIA,0,1,38
BTN,1,1,3,1,1,ASIA,0,1,20
BTN,1,1,99,1,1,ASIA,0,1,3
BTN,1,1,99,99,1,ASIA,0,1,1
BTN,1,2,1,0,1,ASIA,0,1,11510
BTN,1,2,2,0,1,ASIA,0,1,6315
BTN,1,2,3,0,1,ASIA,0,1,2638
BTN,1,2,99,0,1,ASIA,0,1,195
BTN,1,2,1,1,1,ASIA,0,1,2296
BTN,1,2,2,1,1,ASIA,0,1,3706
BTN,1,2,3,1,1,ASIA,0,1,1351
BTN,1,2,99,1,1,ASIA,0,1,111
BTN,1,2,1,99,1,ASIA,0,1,25
BTN,1,2,2,99,1,ASIA,0,1,20
BTN,1,2,3,99,1,ASIA,0,1,9
BTN,1,2,99,99,1,ASIA,0,1,19
BTN,1,3,1,0,1,ASIA,0,1,2425
BTN,1,3,3,0,1,ASIA,0,1,72
BTN,1,3,99,0,1,ASIA,0,1,16
BTN,1,3,1,1,1,ASIA,0,1,798
BTN,1,3,3,1,1,ASIA,0,1,3
BTN,2,0,1,0,1,ASIA,0,1,196
BTN,2,0,99,0,1,ASIA,0,1,213
BTN,2,0,1,1,1,ASIA,0,1,3
BTN,2,0,99,1,1,ASIA,0,1,5
BTN,2,1,1,0,1,ASIA,0,1,310
BTN,2,1,2,0,1,ASIA,0,1,500
BTN,2,1,3,0,1,ASIA,0,1,138
BTN,2,1,99,0,1,ASIA,0,1,29
BTN,2,1,1,1,1,ASIA,0,1,39
BTN,2,1,2,1,1,ASIA,0,1,202
BTN,2,1,3,1,1,ASIA,0,1,78
BTN,2,1,99,1,1,ASIA,0,1,7
BTN,2,1,99,99,1,ASIA,0,1,4
BTN,2,2,1,0,1,ASIA,0,1,13575
BTN,2,2,2,0,1,ASIA,0,1,6306
BTN,2,2,3,0,1,ASIA,0,1,1646
BTN,2,2,99,0,1,ASIA,0,1,244
BTN,2,2,1,1,1,ASIA,0,1,3000
BTN,2,2,2,1,1,ASIA,0,1,2560
BTN,2,2,3,1,1,ASIA,0,1,961
BTN,2,2,99,1,1,ASIA,0,1,119
BTN,2,2,1,99,1,ASIA,0,1,17
BTN,2,2,2,99,1,ASIA,0,1,5
BTN,2,2,3,99,1,ASIA,0,1,7
BTN,2,2,99,99,1,ASIA,0,1,35
BTN,2,3,1,0,1,ASIA,0,1,3366
BTN,2,3,2,0,1,ASIA,0,1,56
BTN,2,3,99,0,1,ASIA,0,1,22
BTN,2,3,1,1,1,ASIA,0,1,1038
BTN,2,3,99,1,1,ASIA,0,1,4
BWA,1,0,1,0,1,AFRI,0,1,19
BWA,1,0,99,0,1,AFRI,0,1,162
BWA,1,0,1,1,1,AFRI,0,1,23
BWA,1,0,99,1,1,AFRI,0,1,569
BWA,1,0,99,99,1,AFRI,0,1,8
BWA,1,1,1,0,1,AFRI,0,1,124
BWA,1,1,2,0,1,AFRI,0,1,574
BWA,1,1,3,0,1,AFRI,0,1,69
BWA,1,1,99,0,1,AFRI,0,1,9
BWA,1,1,1,1,1,AFRI,0,1,257
BWA,1,1,2,1,1,AFRI,0,1,1541
BWA,1,1,3,1,1,AFRI,0,1,46
BWA,1,1,99,1,1,AFRI,0,1,5
BWA,1,1,1,99,1,AFRI,0,1,3
BWA,1,1,2,99,1,AFRI,0,1,6
BWA,1,1,3,99,1,AFRI,0,1,2
BWA,1,1,99,99,1,AFRI,0,1,1
BWA,1,2,1,0,1,AFRI,0,1,111
BWA,1,2,2,0,1,AFRI,0,1,693
BWA,1,2,3,0,1,AFRI,0,1,789
BWA,1,2,99,0,1,AFRI,0,1,20
BWA,1,2,1,1,1,AFRI,0,1,12
BWA,1,2,2,1,1,AFRI,0,1,84
BWA,1,2,3,1,1,AFRI,0,1,351
BWA,1,2,99,1,1,AFRI,0,1,32
BWA,1,2,1,99,1,AFRI,0,1,3
BWA,1,2,2,99,1,AFRI,0,1,13
BWA,1,2,3,99,1,AFRI,0,1,42
BWA,1,2,99,99,1,AFRI,0,1,12
BWA,1,3,2,1,1,AFRI,0,1,14
BWA,1,3,3,1,1,AFRI,0,1,11
BWA,2,0,1,0,1,AFRI,0,1,15
BWA,2,0,99,0,1,AFRI,0,1,171
BWA,2,0,1,1,1,AFRI,0,1,5
BWA,2,0,99,1,1,AFRI,0,1,271
BWA,2,0,99,99,1,AFRI,0,1,17
BWA,2,1,1,0,1,AFRI,0,1,189
BWA,2,1,2,0,1,AFRI,0,1,470
BWA,2,1,3,0,1,AFRI,0,1,105
BWA,2,1,99,0,1,AFRI,0,1,4
BWA,2,1,1,1,1,AFRI,0,1,70
BWA,2,1,2,1,1,AFRI,0,1,827
BWA,2,1,3,1,1,AFRI,0,1,195
BWA,2,1,99,1,1,AFRI,0,1,6
BWA,2,1,1,99,1,AFRI,0,1,5
BWA,2,1,2,99,1,AFRI,0,1,5
BWA,2,1,3,99,1,AFRI,0,1,5
BWA,2,1,99,99,1,AFRI,0,1,3
BWA,2,2,1,0,1,AFRI,0,1,84
BWA,2,2,2,0,1,AFRI,0,1,726
BWA,2,2,3,0,1,AFRI,0,1,1291
BWA,2,2,99,0,1,AFRI,0,1,16
BWA,2,2,1,1,1,AFRI,0,1,22
BWA,2,2,2,1,1,AFRI,0,1,344
BWA,2,2,3,1,1,AFRI,0,1,1090
BWA,2,2,99,1,1,AFRI,0,1,68
BWA,2,2,1,99,1,AFRI,0,1,5
BWA,2,2,2,99,1,AFRI,0,1,43
BWA,2,2,3,99,1,AFRI,0,1,90
BWA,2,2,99,99,1,AFRI,0,1,18
BWA,2,3,1,0,1,AFRI,0,1,319
BWA,2,3,2,0,1,AFRI,0,1,1
BWA,2,3,1,1,1,AFRI,0,1,5
BWA,2,3,3,1,1,AFRI,0,1,6
BWA,2,3,99,1,1,AFRI,0,1,3
BWA,2,3,99,99,1,AFRI,0,1,1
CAF,1,0,1,0,1,AFRI,0,1,252
CAF,1,0,99,0,1,AFRI,0,1,104
CAF,1,0,1,1,1,AFRI,0,1,312
CAF,1,0,99,1,1,AFRI,0,1,40
CAF,1,0,99,99,1,AFRI,0,1,2
CAF,1,1,1,0,1,AFRI,0,1,393
CAF,1,1,2,0,1,AFRI,0,1,294
CAF,1,1,3,0,1,AFRI,0,1,150
CAF,1,1,99,0,1,AFRI,0,1,8
CAF,1,1,1,1,1,AFRI,0,1,315
CAF,1,1,2,1,1,AFRI,0,1,436
CAF,1,1,3,1,1,AFRI,0,1,73
CAF,1,1,99,1,1,AFRI,0,1,2
CAF,1,1,99,99,1,AFRI,0,1,1
CAF,1,2,1,0,1,AFRI,0,1,950
CAF,1,2,2,0,1,AFRI,0,1,1055
CAF,1,2,3,0,1,AFRI,0,1,1696
CAF,1,2,99,0,1,AFRI,0,1,33
CAF,1,2,1,1,1,AFRI,0,1,551
CAF,1,2,2,1,1,AFRI,0,1,1674
CAF,1,2,3,1,1,AFRI,0,1,2616
CAF,1,2,99,1,1,AFRI,0,1,13
CAF,1,2,2,99,1,AFRI,0,1,1
CAF,1,2,3,99,1,AFRI,0,1,6
CAF,1,2,99,99,1,AFRI,0,1,14
CAF,1,3,1,0,1,AFRI,0,1,107
CAF,1,3,2,0,1,AFRI,0,1,30
CAF,1,3,3,0,1,AFRI,0,1,56
CAF,1,3,1,1,1,AFRI,0,1,181
CAF,1,3,2,1,1,AFRI,0,1,141
